Code,Name,ram-ddr3,ram-ddr4,adata,antecmemory,avexir,axpro,corsair,gadmei,gigabyte,gskill,hp,kingmax,kingston,micron,siliconpower,team,duoi-2trieu,2trieu-4trieu,4trieu-8trieu,tren-8trieu,ddr3-1,ddr4-1,2gb-1-1,4gb-1-1-1-1,8gb-1-x-8gb,8gb-2-x-4gb,16gb-1-x-16gb,16gb-2-x-8gb,16gb-4-x-4gb,32gb-1-x-32gb,32gb-2-x-16gb,32gb-4-x-8gb,64gb-1-x-64gb,64gb-2-x-32gb,ddr3-1333-mhz,ddr3-1600-mhz,ddr4-2133-mhz,ddr4-2400-mhz,ddr4-2666-mhz,ddr4-2800-mhz,ddr4-3000-mhz,ddr4-3200-mhz,ddr4-3600-mhz,ddr4-4000-mhz,ram-ecc,ram-non-ecc,co-led,khong-co-led
RAAD259,Ram Desktop Adata XPG Gammix D10 (AX4U300038G16A-SB10) 8GB (1x8GB) DDR4 3000Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
RAAD234,RAM Desktop ADATA XPG Spectrix D80 Red (AX4U3200316G16-SR80) 16GB (1x16GB) DDR4 3200MHz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
RACO323,Ram Desktop Corsair Vengeance PRO RGB (CMW32GX4M2D3600C18) 32GB (2x16GB) DDR4 3600MHz,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
RAAD260,Ram Desktop Adata XPG Gammix D10 Red (AX4U300038G16A-SR10) 8GB (1x8GB) DDR4 3000Mhz,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
RACO329,Ram Desktop Corsair Vengeance LPX (CMK16GX4M1E3200C16) 16GB (1x16GB) DDR4 3200MHz,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
RATE013,Ram Desktop Team Delta RGB LED White (TF4D416G3000HC16CDC01) 16GB (2x8GB) DDR4 3000MHz ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAGS320,RAM Desktop Gskill Trident Z (F4-3200C16D-32GTZ) 32GB (2x16GB) DDR4 3200Mhz ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
RAKT232,DDRam 4 Kingston ECC 16GB/2400Mhz -KSM24RS4/16MEI Registered,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
RAAD235,DDRam 4 Adata Spectrix D80 32GB/3200 (2x16GB) - Red,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
RATE021,Ram Desktop Team Elite Plus Red 4GB (1x4GB) DDR4 2666Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAV169,Ram Desktop AVEXIR 2COO (AVD4UZ124001608G-2COO) 16GB (2x8GB) DDR4 2400Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RAKT271,Ram Desktop Kingston HyperX Fury RGB (HX432C16FB4K2/32) 32GB (2x16GB) DDR4 3200Mhz,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
RATE020,Ram Desktop Team Vulcan Z Red 8GB (1x8GB) DDR4 2666Mhz,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAHP207,RAM DDR4 HP 16GB DDR4-2666 (1x16GB) ECC Reg RAM (1XD85AA),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
RACO303,Ram 4 Corsair 16GB/4000 (2x8GB) - CMW16GX4M2K4000C19 Vengeance PRO RGB - Black,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
RAKT233,RAM Desktop KINGSTON HyperX Predator RGB (HX432C16PB3A/8) 8GB (1x8GB) DDR 3200MHz,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAKM210,Ram Desktop Kingmax Zeus Dragon (KM-LD4-2666-8GHS) 8G (1x8GB) DDR4 2666Mhz,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAGI001,RAM Desktop Gigabyte (GP-GR26C16S8K1HU408G) 8GB (1x8GB) DDR4 2666MHz,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RACO283,RAM Desktop Corsair Vengeance Led White (CMU16GX4M2A2666C16) 16GB (2*8GB) DDR4 2666Mhz,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
RAAV179,Ram Desktop AVERXIR 2C2C - Core2 RGB (AVD4UZ332001608G-2C2C) 16GB (2x8GB) DDR4 3200Mhz,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
RAKT207,DDRam 4 Kingston ECC 8GB Bus 2400Mhz -KVR24E17S8/8MA,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
RAGS335,RAM Desktop Gskill Trident Z Royal (F4-3600C18D-16GTRS) 16GB (2x8GB) DDR4 3600MHz ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
RAAV165,RAM Desktop Averxir 1C2D Core 2 RGB (AVD4UZ332001616G-1C2D) 16GB (1x16GB) DDR4 3200Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
RACO327,Ram Desktop Corsair Vengeance RGB (CMW16GX4M2E3200C16) 16GB (2x8GB) DDR4 3200MHz,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
RAAV124,Ram Desktop AVEXIR 1COB (AVD4UZ124001616G-1COB) 16GB (1x16GB) DDR4 2400Mhz,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
RAAD236,RAM Desktop ADATA XPG D10 Red (AX4U266638G16-SRG) 8GB(1x8GB) DDR4 2666Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAD012,RAM Adata ECC 8GB/1600,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
RAKT221,DDRam 4 Kingston ECC 16GB/2400Mhz -KVR24R17D4/16 Registered,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
RAAD233,DDRam 4 Adata Spectrix D80 8GB/3200 (1x8GB) -Black,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
RAAD237,RAM Desktop ADATA XPG D10 Red (AX4U2666316G16-SRG)16GB(1x16GB) DDR4 2666MHz ,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAD252,RAM Desktop Adata XPG Spectrix D41 RGB (AX4U300038G16A-ST41) Grey 8GB (1x8GB) DDR4 3000MHz ,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
RAAD259,Ram Desktop Adata XPG Gammix D10 (AX4U300038G16A-SB10) 8GB (1x8GB) DDR4 3000Mhz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
RAAD234,RAM Desktop ADATA XPG Spectrix D80 Red (AX4U3200316G16-SR80) 16GB (1x16GB) DDR4 3200MHz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
RACO323,Ram Desktop Corsair Vengeance PRO RGB (CMW32GX4M2D3600C18) 32GB (2x16GB) DDR4 3600MHz,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
RAAD260,Ram Desktop Adata XPG Gammix D10 Red (AX4U300038G16A-SR10) 8GB (1x8GB) DDR4 3000Mhz,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
RACO329,Ram Desktop Corsair Vengeance LPX (CMK16GX4M1E3200C16) 16GB (1x16GB) DDR4 3200MHz,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
RATE013,Ram Desktop Team Delta RGB LED White (TF4D416G3000HC16CDC01) 16GB (2x8GB) DDR4 3000MHz ,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No
RAGS320,RAM Desktop Gskill Trident Z (F4-3200C16D-32GTZ) 32GB (2x16GB) DDR4 3200Mhz ,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
RAKT232,DDRam 4 Kingston ECC 16GB/2400Mhz -KSM24RS4/16MEI Registered,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
RAAD235,DDRam 4 Adata Spectrix D80 32GB/3200 (2x16GB) - Red,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
RATE021,Ram Desktop Team Elite Plus Red 4GB (1x4GB) DDR4 2666Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAV169,Ram Desktop AVEXIR 2COO (AVD4UZ124001608G-2COO) 16GB (2x8GB) DDR4 2400Mhz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
RAKT271,Ram Desktop Kingston HyperX Fury RGB (HX432C16FB4K2/32) 32GB (2x16GB) DDR4 3200Mhz,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
RATE020,Ram Desktop Team Vulcan Z Red 8GB (1x8GB) DDR4 2666Mhz,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAHP207,RAM DDR4 HP 16GB DDR4-2666 (1x16GB) ECC Reg RAM (1XD85AA),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
RACO303,Ram 4 Corsair 16GB/4000 (2x8GB) - CMW16GX4M2K4000C19 Vengeance PRO RGB - Black,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No
RAKT233,RAM Desktop KINGSTON HyperX Predator RGB (HX432C16PB3A/8) 8GB (1x8GB) DDR 3200MHz,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No
RAKM210,Ram Desktop Kingmax Zeus Dragon (KM-LD4-2666-8GHS) 8G (1x8GB) DDR4 2666Mhz,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAGI001,RAM Desktop Gigabyte (GP-GR26C16S8K1HU408G) 8GB (1x8GB) DDR4 2666MHz,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RACO283,RAM Desktop Corsair Vengeance Led White (CMU16GX4M2A2666C16) 16GB (2*8GB) DDR4 2666Mhz,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
RAAV179,Ram Desktop AVERXIR 2C2C - Core2 RGB (AVD4UZ332001608G-2C2C) 16GB (2x8GB) DDR4 3200Mhz,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
RAKT207,DDRam 4 Kingston ECC 8GB Bus 2400Mhz -KVR24E17S8/8MA,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes
RAGS321,RAM Desktop Gskill (F4-2666C19S-8GNT) 8GB (1x8GB) DDR4 2666MHz,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes
RAAD248,RAM Desktop ADATA XPG Spectrix D41 RGB Red (AX4U300038G16A-DR41) 16GB (2x8GB) 3000MHz,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
RAAV180,Ram Desktop AVERXIR 2C2C - Core2 RGB (AVD4UZ332001616G-2C2C) 32GB (2x16GB) DDR4 3200Mhz,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
RAKT187,RAM Desktop KINGSTON HyperX Fury (HX316C10FR/8) 8GB (1x8GB) DDR3 1600MHz ,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
RAAV109,RAM Desktop AVEXIR 2COB Core 16GB (2x8GB) DDR4 2400MHz ,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
RAAD244,RAM Desktop ADATA XPG Spectrix D41 RGB Red (AX4U3000316G16A-SR41) 16GB(1x16GB) 3000Mhz ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
RAHP205,RAM DDR4 HP 16GB DDR4-2666 (1x16GB) nECC RAM (3PL82AA),No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
RAGS303,RAM Desktop Gskill Trident Z RGB (F4-3200C16D-16GTZR) 16GB (2x8GB) DDR4 3200MHz,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
RAAV110,Kit DDRam 4 AVEXIR 32GB/2400 (4*8GB) 4COB - Core (Tản nhiệt -Led xanh),No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No
